student_name,student_id,age,study_hours,attendance,assignment_delay,stress,gpa,internet,part_time_job,family_problems,scholarship,department,semester
Student 85,0344517,23,4,81,2,5,4,Yes,No,Yes,Yes,Business,Semester 4
Student 86,0374330,22,4,58,2,5,1,Yes,No,No,Yes,Business,Semester 4
Student 87,0361605,23,4,75,2,5,0,Yes,No,No,No,Computer Science,Semester 3
Student 88,0358799,22,4,76,2,5,2,No,No,Yes,Yes,Computer Science,Semester 2
Student 89,0372463,23,4,65,1,5,1,Yes,Yes,Yes,Yes,Engineering,Semester 2
Student 90,0390634,23,4,69,0,5,2,Yes,No,No,Yes,Business,Semester 1
Student 91,0377880,17,4,79,2,5,2,Yes,No,No,No,Computer Science,Semester 2
Student 92,0368034,17,4,64,2,5,1,No,No,No,No,Computer Science,Semester 1
Student 93,0330287,19,4,63,2,5,1,Yes,No,No,No,Software Engineering,Semester 1
Student 94,0394837,20,4,61,5,5,2,Yes,No,No,Yes,Computer Science,Semester 2
Student 95,0344513,18,4,61,3,5,3,Yes,Yes,No,No,Software Engineering,Semester 2
Student 96,0377717,19,4,64,1,5,3,Yes,Yes,No,Yes,Data Science,Semester 4
Student 97,0372786,24,4,60,3,5,2,Yes,No,Yes,Yes,Software Engineering,Semester 3
Student 98,0343850,23,4,58,1,5,3,No,No,No,Yes,Business,Semester 3
Student 99,0390200,20,4,76,3,5,2,Yes,No,No,No,Business,Semester 1
Student 100,0344249,24,4,58,4,5,3,Yes,No,No,No,Software Engineering,Semester 1
Student 101,0324230,23,4,69,3,5,1,Yes,No,No,No,Data Science,Semester 4
Student 102,0334530,21,4,68,0,5,1,No,No,No,No,Software Engineering,Semester 4
Student 103,0315610,20,4,68,1,5,0,Yes,Yes,Yes,No,Data Science,Semester 1
Student 104,0391352,19,4,75,0,5,3,No,No,Yes,No,Engineering,Semester 3
Student 105,0379655,19,4,69,0,5,2,Yes,No,Yes,Yes,Data Science,Semester 2
Student 106,0398724,18,4,57,4,5,2,No,No,No,No,Computer Science,Semester 3
Student 107,0389098,22,4,70,1,5,2,Yes,No,No,No,Software Engineering,Semester 3
Student 108,0388579,25,4,43,1,5,0,Yes,No,No,No,Computer Science,Semester 1
Student 109,0357151,21,4,71,2,5,3,No,No,No,No,Business,Semester 3
Student 110,0382036,22,4,58,2,5,1,Yes,No,No,No,Data Science,Semester 4
Student 111,0375776,21,4,83,0,5,3,Yes,No,No,No,Computer Science,Semester 3
Student 112,0359326,17,4,65,2,5,3,No,No,No,Yes,Computer Science,Semester 4
Student 113,0375404,22,4,77,1,5,3,Yes,No,No,No,Software Engineering,Semester 2
Student 114,0369077,18,4,62,0,5,3,Yes,No,No,Yes,Data Science,Semester 3
Student 115,0396736,19,4,71,3,5,2,Yes,No,No,Yes,Software Engineering,Semester 3
Student 116,0378126,21,4,60,2,5,3,Yes,Yes,Yes,No,Software Engineering,Semester 3
Student 117,0385354,17,4,68,0,5,0,Yes,Yes,No,Yes,Business,Semester 1
Student 118,0333957,19,4,73,3,5,3,Yes,No,Yes,No,Computer Science,Semester 1
Student 119,0386916,17,4,66,2,5,0,No,No,Yes,No,Software Engineering,Semester 2
Student 120,0387436,19,4,73,2,5,2,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 121,0373916,19,4,77,3,5,3,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 122,0390576,25,4,45,1,5,1,Yes,Yes,No,Yes,Engineering,Semester 3
Student 123,0377681,20,4,53,1,5,0,Yes,Yes,No,Yes,Data Science,Semester 2
Student 124,0344787,23,4,59,1,5,2,Yes,No,No,Yes,Software Engineering,Semester 2
Student 125,0354359,19,4,65,3,5,3,Yes,No,No,Yes,Software Engineering,Semester 2
Student 126,0346167,20,4,69,1,5,1,No,Yes,Yes,Yes,Computer Science,Semester 1
Student 127,0343263,20,4,55,0,5,2,Yes,Yes,Yes,No,Software Engineering,Semester 2
Student 128,0330446,19,4,75,2,5,3,Yes,No,Yes,No,Engineering,Semester 4
Student 129,0371822,21,4,57,1,5,1,Yes,No,No,No,Data Science,Semester 1
Student 130,0338752,20,4,67,2,5,2,Yes,No,Yes,No,Engineering,Semester 4
Student 131,0383281,22,4,58,1,5,1,No,No,No,Yes,Business,Semester 1
Student 132,0358546,22,4,63,1,5,1,Yes,Yes,Yes,Yes,Engineering,Semester 3
Student 133,0357477,21,4,62,1,5,2,Yes,Yes,Yes,Yes,Engineering,Semester 2
Student 134,0360157,20,4,71,2,5,2,Yes,Yes,No,Yes,Business,Semester 1
Student 135,0373214,21,4,77,0,5,1,Yes,Yes,No,Yes,Engineering,Semester 1
Student 136,0365769,21,4,66,2,5,1,Yes,No,No,Yes,Computer Science,Semester 2
Student 137,0340042,21,4,74,0,5,1,Yes,No,No,No,Engineering,Semester 4
Student 138,0315230,21,4,62,1,5,2,Yes,No,No,Yes,Engineering,Semester 1
Student 139,0398503,19,4,57,3,5,2,No,No,Yes,No,Computer Science,Semester 1
Student 140,0362506,20,4,71,0,5,2,Yes,No,No,Yes,Engineering,Semester 3
Student 141,0340122,22,4,56,0,5,0,Yes,No,No,Yes,Business,Semester 2
Student 142,0347128,19,4,73,0,5,4,Yes,No,No,No,Business,Semester 4
Student 143,0395854,21,4,69,3,5,3,Yes,No,No,Yes,Engineering,Semester 3
Student 144,0369606,18,4,67,1,5,1,No,No,No,No,Data Science,Semester 3
Student 145,0372694,17,4,63,3,5,4,Yes,No,Yes,Yes,Computer Science,Semester 1
Student 146,0330636,22,4,66,0,5,2,No,No,No,No,Data Science,Semester 4
Student 147,0340475,18,4,54,1,5,4,Yes,No,No,No,Software Engineering,Semester 4
Student 148,0373133,20,4,73,1,5,2,Yes,No,No,Yes,Data Science,Semester 2
Student 149,0317097,23,4,78,4,5,3,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 150,0374532,18,4,79,2,5,2,Yes,No,No,Yes,Data Science,Semester 1
Student 151,0391685,22,4,69,5,5,0,No,Yes,No,No,Computer Science,Semester 2
Student 152,0369591,22,4,67,2,5,3,No,No,No,No,Computer Science,Semester 3
Student 153,0311549,20,4,75,1,5,0,Yes,No,No,No,Data Science,Semester 1
Student 154,0364344,22,4,91,1,5,1,Yes,Yes,No,No,Data Science,Semester 2
Student 155,0321239,22,4,79,1,5,4,Yes,Yes,No,No,Business,Semester 3
Student 156,0340907,18,4,85,3,5,1,Yes,No,No,No,Data Science,Semester 2
Student 157,0321552,18,4,89,3,5,1,No,Yes,No,No,Business,Semester 2
Student 158,0383815,25,4,77,3,5,2,Yes,No,Yes,Yes,Engineering,Semester 1
Student 159,0343792,18,4,86,1,5,2,No,No,No,Yes,Business,Semester 2
Student 160,0351373,19,4,83,0,5,0,No,No,No,Yes,Software Engineering,Semester 2
Student 161,0339661,20,4,72,3,5,3,Yes,No,Yes,Yes,Software Engineering,Semester 4
Student 162,0383284,18,4,71,2,5,2,Yes,No,No,No,Software Engineering,Semester 4
Student 163,0362288,19,4,76,1,5,2,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 164,0358606,22,4,92,3,5,1,No,Yes,No,No,Business,Semester 3
Student 165,0377922,20,4,78,3,5,4,Yes,No,No,Yes,Engineering,Semester 4
Student 166,0325712,25,4,97,4,5,3,Yes,Yes,No,Yes,Computer Science,Semester 2
Student 167,0357962,20,4,92,1,5,0,Yes,No,Yes,No,Business,Semester 1
Student 168,0357483,18,4,80,4,5,3,Yes,Yes,No,No,Business,Semester 1
Student 169,0373813,17,4,82,1,5,0,Yes,No,No,Yes,Business,Semester 1
Student 170,0359369,17,4,93,1,5,3,No,Yes,Yes,No,Software Engineering,Semester 4
Student 171,0376995,19,4,78,2,5,2,Yes,No,Yes,No,Software Engineering,Semester 3
Student 172,0342728,22,4,83,3,5,2,Yes,No,Yes,No,Computer Science,Semester 4
Student 173,0337723,25,4,77,0,5,3,No,No,No,No,Software Engineering,Semester 2
Student 174,0375860,22,4,71,3,5,2,Yes,No,No,No,Data Science,Semester 1
Student 175,0367536,22,4,89,2,5,0,Yes,No,No,No,Business,Semester 1
Student 176,0398580,21,4,72,4,5,1,Yes,Yes,No,No,Software Engineering,Semester 2
Student 177,0331983,22,4,77,2,5,2,Yes,No,No,Yes,Software Engineering,Semester 2
Student 178,0388311,17,4,65,2,5,3,Yes,Yes,No,No,Business,Semester 4
Student 179,0356281,18,4,88,0,5,3,Yes,Yes,Yes,Yes,Business,Semester 4
Student 180,0315297,22,4,80,2,5,1,Yes,No,No,Yes,Engineering,Semester 4
Student 181,0399208,19,4,83,0,5,3,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 182,0390455,19,4,95,0,5,3,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 183,0377277,19,4,84,3,5,3,Yes,Yes,No,Yes,Computer Science,Semester 2
Student 184,0385584,21,4,76,1,5,0,Yes,No,No,No,Engineering,Semester 3
Student 185,0378425,19,4,85,1,5,1,Yes,No,No,No,Business,Semester 2
Student 186,0343791,22,4,78,0,5,2,Yes,No,No,Yes,Business,Semester 2
Student 187,0333425,22,4,93,1,5,2,Yes,Yes,No,Yes,Engineering,Semester 4
Student 188,0389826,23,4,92,7,5,0,Yes,No,No,Yes,Business,Semester 1
Student 189,0319965,22,4,77,2,5,2,No,No,No,No,Data Science,Semester 3
Student 190,0343360,21,4,86,1,5,3,Yes,No,No,Yes,Data Science,Semester 1
Student 191,0331068,20,4,82,2,5,2,Yes,No,No,No,Engineering,Semester 4
Student 192,0312942,19,4,83,1,5,2,Yes,Yes,No,No,Engineering,Semester 3
Student 193,0371780,23,4,85,3,5,0,No,Yes,Yes,Yes,Business,Semester 4
Student 194,0358422,20,4,80,2,5,1,Yes,No,No,No,Business,Semester 2
Student 195,0377861,19,4,81,4,5,0,Yes,Yes,Yes,No,Business,Semester 1
Student 196,0386368,20,4,71,1,5,3,Yes,No,No,No,Computer Science,Semester 3
Student 197,0324855,21,4,64,6,5,2,Yes,Yes,No,No,Software Engineering,Semester 4
Student 198,0390318,19,4,90,2,5,3,Yes,No,No,Yes,Computer Science,Semester 3
Student 199,0387207,21,4,77,0,5,2,Yes,No,No,No,Engineering,Semester 4
Student 200,0351383,23,4,91,0,5,3,Yes,No,Yes,Yes,Data Science,Semester 2
